neighbourhood,room_type,price
Irving Park,Entire home/apt,65
Logan Square,Private room,90
Logan Square,Entire home/apt,70
Near North Side,Entire home/apt,110
Near North Side,Entire home/apt,101
Portage Park,Entire home/apt,1000
Avondale,Entire home/apt,111
Dunning,Entire home/apt,69
Loop,Entire home/apt,70
Lake View,Entire home/apt,147
Woodlawn,Entire home/apt,99
Logan Square,Entire home/apt,59
Lake View,Private room,125
Loop,Entire home/apt,300
Grand Boulevard,Private room,100
Logan Square,Entire home/apt,115
Englewood,Private room,23
Rogers Park,Entire home/apt,89
Uptown,Entire home/apt,289
Lake View,Entire home/apt,73
Lincoln Park,Private room,193
West Town,Entire home/apt,109
Logan Square,Entire home/apt,121
Avondale,Entire home/apt,289
Near North Side,Private room,85
Near North Side,Entire home/apt,1079
Near North Side,Entire home/apt,313
Logan Square,Entire home/apt,184
Logan Square,Entire home/apt,123
Lower West Side,Entire home/apt,98
Lake View,Entire home/apt,124
Albany Park,Entire home/apt,65
Near North Side,Entire home/apt,149
Lincoln Park,Entire home/apt,650
West Ridge,Entire home/apt,198
Hyde Park,Private room,65
Humboldt Park,Entire home/apt,69
Near North Side,Entire home/apt,155
Logan Square,Private room,35
Lake View,Entire home/apt,121
Lincoln Park,Entire home/apt,305
West Town,Entire home/apt,135
Woodlawn,Entire home/apt,50
West Town,Private room,105
Edgewater,Private room,50
West Town,Entire home/apt,148
West Town,Private room,81
Near West Side,Private room,150
Edgewater,Entire home/apt,300
Lake View,Entire home/apt,219
West Town,Private room,110
Jefferson Park,Entire home/apt,68
North Park,Private room,35
Woodlawn,Private room,46
West Town,Entire home/apt,1021
Near North Side,Entire home/apt,135
Lake View,Entire home/apt,245
Lake View,Entire home/apt,116
Lower West Side,Private room,47
East Garfield Park,Entire home/apt,89
West Town,Entire home/apt,150
Uptown,Private room,75
Lincoln Square,Entire home/apt,95
Lake View,Entire home/apt,600
Belmont Cragin,Private room,35
Lake View,Entire home/apt,140
Lincoln Square,Entire home/apt,119
West Town,Private room,66
Lake View,Entire home/apt,84
Bridgeport,Entire home/apt,104
Archer Heights,Private room,114
Norwood Park,Private room,54
Lower West Side,Private room,65
Rogers Park,Private room,32
Lower West Side,Entire home/apt,60
West Town,Entire home/apt,199
West Town,Entire home/apt,350
Near South Side,Entire home/apt,207
Near North Side,Entire home/apt,99
South Chicago,Private room,25
Lake View,Entire home/apt,421
Austin,Private room,35
Douglas,Private room,63
Irving Park,Private room,63
Lake View,Entire home/apt,325
Near North Side,Entire home/apt,59
Near North Side,Entire home/apt,58
Bridgeport,Entire home/apt,68
Norwood Park,Private room,56
Near West Side,Entire home/apt,44
Lincoln Park,Entire home/apt,111
Loop,Private room,60
Lake View,Private room,83
Kenwood,Private room,53
West Town,Entire home/apt,98
Lake View,Private room,83
West Town,Private room,70
Portage Park,Entire home/apt,109
West Town,Entire home/apt,118
Near North Side,Private room,125
West Town,Private room,50
Lincoln Park,Entire home/apt,149
Lake View,Shared room,300
Avondale,Entire home/apt,127
Armour Square,Entire home/apt,195
Edgewater,Private room,50
Rogers Park,Private room,65
Lincoln Square,Entire home/apt,75
Near West Side,Private room,34
Logan Square,Entire home/apt,123
Lake View,Private room,83
Lake View,Entire home/apt,120
West Town,Entire home/apt,399
West Town,Entire home/apt,479
Lake View,Shared room,159
Avondale,Private room,56
Near North Side,Private room,218
Edgewater,Entire home/apt,87
Hyde Park,Private room,50
Lower West Side,Entire home/apt,499
West Town,Entire home/apt,79
Bridgeport,Entire home/apt,190
Armour Square,Private room,25
East Garfield Park,Entire home/apt,117
Bridgeport,Entire home/apt,65
Lake View,Private room,55
Bridgeport,Entire home/apt,55
Portage Park,Private room,69
Near North Side,Entire home/apt,999
Uptown,Private room,50
Lake View,Entire home/apt,115
Oakland,Entire home/apt,71
Lake View,Entire home/apt,80
Logan Square,Private room,104
Grand Boulevard,Private room,94
West Town,Entire home/apt,165
Lincoln Park,Entire home/apt,295
West Town,Entire home/apt,135
Logan Square,Entire home/apt,75
Lake View,Entire home/apt,125
Lower West Side,Entire home/apt,499
Loop,Entire home/apt,80
West Town,Private room,96
Edgewater,Entire home/apt,188
Avondale,Entire home/apt,275
Near West Side,Entire home/apt,92
West Town,Entire home/apt,120
Lake View,Private room,9999
Loop,Private room,85
Irving Park,Entire home/apt,74
West Town,Entire home/apt,250
North Lawndale,Private room,27
West Town,Private room,44
Edgewater,Private room,31
Loop,Entire home/apt,250
Lower West Side,Entire home/apt,116
West Town,Private room,45
West Town,Entire home/apt,95
Lower West Side,Entire home/apt,499
Lake View,Entire home/apt,393
Lincoln Park,Private room,59
Lincoln Park,Entire home/apt,163
West Town,Private room,37
Portage Park,Entire home/apt,79
Mckinley Park,Entire home/apt,325
Lower West Side,Entire home/apt,78
Douglas,Entire home/apt,75
Bridgeport,Private room,102
West Town,Private room,89
West Town,Private room,39
Loop,Entire home/apt,80
West Town,Entire home/apt,117
Lake View,Private room,40
West Town,Entire home/apt,84
Near West Side,Entire home/apt,45
Near North Side,Entire home/apt,240
Near North Side,Entire home/apt,250
Humboldt Park,Private room,37
Near West Side,Entire home/apt,160
West Town,Entire home/apt,499
Uptown,Entire home/apt,84
Englewood,Entire home/apt,37
Near North Side,Entire home/apt,168
Portage Park,Entire home/apt,119
Lincoln Park,Entire home/apt,550
Grand Boulevard,Entire home/apt,96
Near West Side,Entire home/apt,106
Hyde Park,Entire home/apt,43
Portage Park,Entire home/apt,83
North Center,Entire home/apt,120
West Town,Entire home/apt,113
Logan Square,Entire home/apt,179
Uptown,Entire home/apt,861
West Town,Private room,45
West Town,Entire home/apt,240
Lincoln Park,Private room,46
Jefferson Park,Entire home/apt,99
Avalon Park,Private room,45
Lincoln Square,Entire home/apt,106
Lincoln Park,Private room,63
West Town,Entire home/apt,270
Near North Side,Entire home/apt,71
Lincoln Park,Private room,59
Brighton Park,Entire home/apt,80
Logan Square,Entire home/apt,131
Lincoln Park,Private room,50
Uptown,Private room,77
Logan Square,Entire home/apt,60
Loop,Entire home/apt,200
Irving Park,Entire home/apt,59
West Town,Entire home/apt,226
Lake View,Entire home/apt,99
Near North Side,Hotel room,98
West Town,Entire home/apt,775
Woodlawn,Private room,76
West Ridge,Private room,60
Lake View,Entire home/apt,250
Logan Square,Entire home/apt,200
Chatham,Entire home/apt,35
West Town,Entire home/apt,444
Near North Side,Entire home/apt,155
West Town,Entire home/apt,101
Bridgeport,Entire home/apt,100
Near North Side,Entire home/apt,200
Near South Side,Entire home/apt,195
Lower West Side,Entire home/apt,80
Irving Park,Private room,48
Hyde Park,Private room,150
Rogers Park,Entire home/apt,90
Near West Side,Private room,120
Irving Park,Private room,48
Hyde Park,Private room,150
Hyde Park,Private room,130
Edgewater,Private room,36
West Town,Entire home/apt,140
West Ridge,Private room,56
Hyde Park,Private room,45
West Town,Private room,53
Lower West Side,Entire home/apt,150
West Ridge,Private room,48
Lake View,Private room,65
Lower West Side,Private room,90
West Town,Entire home/apt,78
Greater Grand Crossing,Entire home/apt,79
South Lawndale,Entire home/apt,80
Lake View,Entire home/apt,140
Logan Square,Entire home/apt,120
Hyde Park,Private room,150
Edgewater,Entire home/apt,100
Lake View,Entire home/apt,256
Lake View,Entire home/apt,185
West Town,Entire home/apt,68
Lake View,Entire home/apt,108
West Town,Private room,45
Albany Park,Entire home/apt,82
Logan Square,Entire home/apt,96
Near West Side,Entire home/apt,85
Lake View,Entire home/apt,176
Humboldt Park,Entire home/apt,85
Rogers Park,Entire home/apt,95
Uptown,Private room,73
West Town,Private room,38
Logan Square,Entire home/apt,41
Near West Side,Entire home/apt,69
Near West Side,Private room,55
Edgewater,Entire home/apt,89
South Shore,Private room,22
West Town,Entire home/apt,1200
Avondale,Entire home/apt,87
Norwood Park,Entire home/apt,62
Near North Side,Entire home/apt,183
Logan Square,Entire home/apt,144
North Lawndale,Private room,29
Logan Square,Private room,108
Logan Square,Private room,29
Logan Square,Entire home/apt,86
Rogers Park,Entire home/apt,80
North Center,Private room,70
Grand Boulevard,Entire home/apt,106
Englewood,Private room,70
Near West Side,Entire home/apt,77
Lake View,Entire home/apt,118
West Town,Private room,59
Beverly,Private room,25
Lower West Side,Private room,75
North Center,Entire home/apt,138
Lincoln Square,Entire home/apt,125
Near West Side,Private room,275
West Town,Entire home/apt,381
Irving Park,Private room,99
Logan Square,Entire home/apt,85
Edgewater,Entire home/apt,150
Lincoln Park,Private room,114
Uptown,Entire home/apt,91
North Center,Entire home/apt,119
Hyde Park,Private room,150
East Garfield Park,Entire home/apt,74
Uptown,Private room,49
North Center,Entire home/apt,176
Irving Park,Private room,38
Hermosa,Entire home/apt,79
Near North Side,Entire home/apt,131
West Town,Entire home/apt,99
Avondale,Entire home/apt,90
Lake View,Entire home/apt,379
Near South Side,Private room,85
South Lawndale,Entire home/apt,118
Rogers Park,Private room,299
Near North Side,Private room,84
Lower West Side,Entire home/apt,138
Avondale,Entire home/apt,96
Grand Boulevard,Private room,50
Lake View,Entire home/apt,300
Lower West Side,Entire home/apt,96
West Town,Entire home/apt,115
Lower West Side,Entire home/apt,90
West Town,Entire home/apt,68
North Center,Entire home/apt,549
North Lawndale,Private room,28
West Town,Entire home/apt,109
Ashburn,Private room,32
West Town,Entire home/apt,44
North Center,Entire home/apt,95
Rogers Park,Private room,46
Rogers Park,Private room,55
West Town,Shared room,75
Near South Side,Entire home/apt,250
Near North Side,Entire home/apt,118
Near South Side,Entire home/apt,152
Irving Park,Entire home/apt,90
Chicago Lawn,Private room,35
Lincoln Park,Private room,75
Bridgeport,Private room,67
South Shore,Entire home/apt,75
Logan Square,Entire home/apt,142
South Shore,Entire home/apt,75
Lake View,Private room,63
Logan Square,Entire home/apt,217
Uptown,Private room,60
Portage Park,Entire home/apt,68
Rogers Park,Private room,51
West Ridge,Private room,75
Humboldt Park,Private room,74
Lake View,Entire home/apt,238
West Town,Entire home/apt,249
Near North Side,Private room,45
Near West Side,Entire home/apt,139
Lincoln Park,Entire home/apt,137
Logan Square,Entire home/apt,85
Bridgeport,Private room,38
Lincoln Park,Entire home/apt,80
West Town,Entire home/apt,56
North Center,Entire home/apt,79
Logan Square,Entire home/apt,599
Lincoln Park,Shared room,21
Near West Side,Entire home/apt,112
Rogers Park,Private room,50
South Chicago,Private room,50
Garfield Ridge,Entire home/apt,200
Uptown,Entire home/apt,86
Near North Side,Entire home/apt,115
West Town,Entire home/apt,197
Dunning,Entire home/apt,92
Lake View,Entire home/apt,245
Grand Boulevard,Private room,37
Rogers Park,Private room,44
Albany Park,Private room,25
West Town,Entire home/apt,161
Rogers Park,Entire home/apt,348
Logan Square,Entire home/apt,119
Gage Park,Private room,46
Kenwood,Private room,55
Kenwood,Private room,44
Kenwood,Private room,48
Austin,Private room,42
Bridgeport,Private room,83
Lake View,Entire home/apt,150
West Town,Private room,60
West Town,Entire home/apt,50
Logan Square,Entire home/apt,129
Lake View,Entire home/apt,200
Lincoln Park,Entire home/apt,75
Near West Side,Entire home/apt,195
Grand Boulevard,Shared room,48
Grand Boulevard,Private room,44
Lake View,Private room,70
Humboldt Park,Shared room,20
South Lawndale,Private room,60
West Town,Private room,75
Humboldt Park,Private room,74
Rogers Park,Private room,36
Rogers Park,Private room,44
Rogers Park,Private room,23
Rogers Park,Private room,55
Uptown,Entire home/apt,149
Rogers Park,Private room,44
Rogers Park,Private room,40
Logan Square,Private room,60
Logan Square,Entire home/apt,91
Loop,Entire home/apt,157
Lake View,Entire home/apt,45
Lake View,Private room,80
Irving Park,Entire home/apt,67
Logan Square,Entire home/apt,70
Lower West Side,Entire home/apt,58
West Town,Entire home/apt,70
Lake View,Private room,120
Near South Side,Entire home/apt,110
Brighton Park,Entire home/apt,63
South Chicago,Entire home/apt,500
Loop,Entire home/apt,125
Lincoln Park,Entire home/apt,676
Lake View,Entire home/apt,128
Near North Side,Entire home/apt,149
Lake View,Entire home/apt,100
Near North Side,Entire home/apt,66
Rogers Park,Private room,40
Lake View,Private room,59
Lake View,Private room,100
Lake View,Entire home/apt,70
Lincoln Square,Private room,31
Armour Square,Entire home/apt,269
Grand Boulevard,Entire home/apt,140
North Center,Entire home/apt,100
Gage Park,Private room,43
Lincoln Square,Private room,38
Logan Square,Entire home/apt,55
West Town,Entire home/apt,90
Lincoln Square,Entire home/apt,202
Irving Park,Entire home/apt,313
Lake View,Entire home/apt,93
West Town,Private room,75
West Town,Entire home/apt,119
Oakland,Entire home/apt,255
Lake View,Entire home/apt,78
Near North Side,Private room,88
North Center,Entire home/apt,139
Portage Park,Entire home/apt,29
Avondale,Entire home/apt,370
Hermosa,Entire home/apt,43
Near West Side,Entire home/apt,60
Norwood Park,Private room,121
Kenwood,Private room,49
Dunning,Entire home/apt,91
Lincoln Park,Entire home/apt,80
Avondale,Entire home/apt,75
West Town,Entire home/apt,165
Lake View,Private room,45
Pullman,Entire home/apt,129
Lake View,Private room,46
North Center,Entire home/apt,105
West Ridge,Entire home/apt,41
Lake View,Private room,35
Lake View,Entire home/apt,80
Lake View,Entire home/apt,350
Forest Glen,Private room,55
Lower West Side,Entire home/apt,178
Lincoln Park,Entire home/apt,111
Lake View,Shared room,80
Near South Side,Entire home/apt,88
Lower West Side,Private room,75
Edgewater,Private room,30
Lake View,Private room,125
Loop,Entire home/apt,105
North Center,Entire home/apt,198
Lake View,Shared room,64
Lake View,Shared room,39
Portage Park,Entire home/apt,41
Lake View,Shared room,44
Lincoln Park,Entire home/apt,499
Lake View,Private room,35
Lake View,Shared room,23
Near North Side,Hotel room,160
Edgewater,Entire home/apt,79
Lake View,Shared room,19
Lake View,Shared room,22
Lake View,Shared room,110
Lake View,Shared room,110
Lake View,Shared room,86
Lake View,Shared room,59
Lincoln Square,Entire home/apt,105
Near North Side,Entire home/apt,100
Lake View,Entire home/apt,416
Near West Side,Entire home/apt,65
Lake View,Shared room,69
Lake View,Shared room,51
Lake View,Shared room,58
Lake View,Shared room,58
West Town,Entire home/apt,89
Near North Side,Entire home/apt,120
Rogers Park,Private room,124
Uptown,Private room,90
West Town,Entire home/apt,250
Logan Square,Entire home/apt,527
East Garfield Park,Entire home/apt,94
Lake View,Private room,45
North Center,Entire home/apt,65
West Town,Entire home/apt,60
Logan Square,Entire home/apt,79
Forest Glen,Private room,35
Rogers Park,Entire home/apt,124
Austin,Entire home/apt,50
West Lawn,Entire home/apt,71
Hyde Park,Entire home/apt,179
West Town,Entire home/apt,159
Logan Square,Entire home/apt,139
Lincoln Park,Entire home/apt,274
Lake View,Private room,75
Logan Square,Entire home/apt,239
Near North Side,Entire home/apt,280
Woodlawn,Entire home/apt,65
Near North Side,Private room,150
Jefferson Park,Private room,25
Lake View,Entire home/apt,290
Near South Side,Entire home/apt,220
Jefferson Park,Private room,25
West Town,Entire home/apt,85
Near North Side,Entire home/apt,249
Lincoln Park,Entire home/apt,450
Brighton Park,Private room,28
Albany Park,Entire home/apt,111
Lake View,Shared room,25
West Town,Entire home/apt,135
West Town,Entire home/apt,200
Lake View,Hotel room,35
Lincoln Square,Entire home/apt,80
West Town,Entire home/apt,149
Lincoln Park,Entire home/apt,174
Albany Park,Private room,23
Near West Side,Entire home/apt,145
West Ridge,Private room,36
Logan Square,Entire home/apt,350
Avondale,Private room,40
Lincoln Park,Entire home/apt,175
Edgewater,Entire home/apt,184
Lake View,Entire home/apt,151
Uptown,Private room,119
Lake View,Entire home/apt,70
West Town,Entire home/apt,73
Lincoln Park,Entire home/apt,153
Lake View,Private room,132
Lake View,Entire home/apt,50
Irving Park,Entire home/apt,112
Logan Square,Private room,72
Montclare,Entire home/apt,89
Lake View,Private room,100
West Town,Private room,29
West Town,Entire home/apt,250
Lincoln Square,Entire home/apt,89
Near North Side,Entire home/apt,295
Logan Square,Entire home/apt,76
Hyde Park,Private room,52
South Shore,Private room,42
Loop,Entire home/apt,225
North Center,Entire home/apt,58
West Town,Entire home/apt,255
West Town,Entire home/apt,178
Albany Park,Entire home/apt,40
Grand Boulevard,Private room,154
Logan Square,Entire home/apt,85
Woodlawn,Entire home/apt,216
Woodlawn,Entire home/apt,121
Irving Park,Entire home/apt,50
Near North Side,Entire home/apt,281
Hyde Park,Entire home/apt,80
Logan Square,Entire home/apt,76
West Town,Entire home/apt,118
Lake View,Entire home/apt,108
Lower West Side,Private room,60
Lower West Side,Private room,40
Chatham,Entire home/apt,90
Uptown,Entire home/apt,550
South Shore,Entire home/apt,130
South Shore,Private room,160
West Town,Private room,73
West Garfield Park,Entire home/apt,150
Lake View,Private room,55
Edgewater,Entire home/apt,162
Logan Square,Entire home/apt,95
Lincoln Park,Entire home/apt,132
Avondale,Entire home/apt,124
Edgewater,Entire home/apt,115
Hyde Park,Entire home/apt,146
Near North Side,Entire home/apt,250
Woodlawn,Private room,62
Near North Side,Entire home/apt,200
Near North Side,Private room,217
Logan Square,Entire home/apt,193
Lincoln Square,Private room,45
West Town,Entire home/apt,120
Near North Side,Entire home/apt,155
Lower West Side,Private room,30
Lake View,Private room,89
West Town,Entire home/apt,363
Hyde Park,Private room,74
West Garfield Park,Private room,36
Lincoln Square,Private room,31
Mckinley Park,Private room,65
Mckinley Park,Private room,50
Mckinley Park,Private room,50
Lake View,Private room,34
Lake View,Private room,24
Norwood Park,Shared room,44
North Center,Entire home/apt,149
Bridgeport,Private room,50
Edgewater,Private room,100
Near North Side,Entire home/apt,198
Uptown,Private room,26
Lower West Side,Private room,30
Lake View,Entire home/apt,90
Austin,Private room,50
Near West Side,Entire home/apt,106
Near North Side,Entire home/apt,65
Near West Side,Private room,61
Lake View,Entire home/apt,124
Loop,Entire home/apt,500
Lake View,Entire home/apt,180
South Lawndale,Private room,52
Norwood Park,Private room,80
Bridgeport,Entire home/apt,136
Loop,Entire home/apt,95
West Ridge,Entire home/apt,58
West Town,Entire home/apt,136
East Garfield Park,Entire home/apt,68
Bridgeport,Entire home/apt,74
Lake View,Private room,37
Hermosa,Entire home/apt,80
Lake View,Private room,34
Lake View,Entire home/apt,486
Bridgeport,Entire home/apt,39
North Center,Entire home/apt,239
Avondale,Entire home/apt,69
North Center,Entire home/apt,128
Norwood Park,Entire home/apt,80
Douglas,Private room,87
Lake View,Private room,30
Edgewater,Private room,60
Lincoln Park,Entire home/apt,67
Lower West Side,Entire home/apt,179
Norwood Park,Shared room,42
Irving Park,Entire home/apt,122
Lincoln Square,Private room,50
Lake View,Entire home/apt,129
Lower West Side,Private room,64
Grand Boulevard,Entire home/apt,220
West Town,Entire home/apt,100
Lake View,Entire home/apt,80
Albany Park,Private room,69
Brighton Park,Entire home/apt,47
Pullman,Entire home/apt,75
Edgewater,Entire home/apt,123
Albany Park,Entire home/apt,50
Hyde Park,Entire home/apt,300
Lincoln Park,Entire home/apt,139
North Center,Entire home/apt,80
Gage Park,Entire home/apt,95
Avondale,Entire home/apt,50
Hermosa,Private room,30
Bridgeport,Entire home/apt,79
Albany Park,Private room,70
Brighton Park,Private room,39
Edgewater,Private room,101
Douglas,Entire home/apt,100
West Ridge,Shared room,21
West Ridge,Shared room,19
West Ridge,Shared room,21
Lake View,Entire home/apt,45
Dunning,Entire home/apt,100
Logan Square,Entire home/apt,95
Lower West Side,Entire home/apt,90
Albany Park,Private room,25
West Town,Private room,44
Lake View,Private room,85
West Town,Entire home/apt,84
West Town,Entire home/apt,281
Ashburn,Entire home/apt,75
Edgewater,Entire home/apt,55
Lake View,Entire home/apt,95
North Center,Entire home/apt,104
Lincoln Park,Entire home/apt,314
Lincoln Park,Entire home/apt,187
Logan Square,Entire home/apt,95
Near North Side,Entire home/apt,76
Lincoln Park,Entire home/apt,66
Lake View,Private room,50
West Town,Entire home/apt,75
Near North Side,Entire home/apt,149
West Ridge,Private room,50
Bridgeport,Entire home/apt,60
North Park,Entire home/apt,96
South Shore,Private room,89
Lincoln Park,Shared room,38
Irving Park,Entire home/apt,70
Near North Side,Entire home/apt,127
Lower West Side,Entire home/apt,98
Beverly,Entire home/apt,130
Edgewater,Entire home/apt,99
Logan Square,Private room,68
Archer Heights,Entire home/apt,125
North Center,Entire home/apt,90
Armour Square,Private room,105
Lower West Side,Entire home/apt,78
Mckinley Park,Entire home/apt,88
South Shore,Entire home/apt,234
Albany Park,Entire home/apt,65
Near South Side,Entire home/apt,350
Lake View,Entire home/apt,307
West Town,Entire home/apt,65
Portage Park,Entire home/apt,80
Lake View,Private room,34
West Town,Entire home/apt,50
North Center,Entire home/apt,147
Logan Square,Entire home/apt,128
Avalon Park,Entire home/apt,99
Near North Side,Hotel room,110
West Town,Entire home/apt,150
Irving Park,Entire home/apt,132
Lake View,Entire home/apt,150
West Town,Entire home/apt,135
Uptown,Private room,75
Lower West Side,Entire home/apt,123
Jefferson Park,Entire home/apt,70
East Garfield Park,Entire home/apt,46
Uptown,Private room,75
Near West Side,Entire home/apt,361
West Town,Entire home/apt,150
Lincoln Park,Entire home/apt,95
Lincoln Square,Entire home/apt,70
West Town,Entire home/apt,65
Lake View,Private room,40
Grand Boulevard,Private room,50
Near North Side,Entire home/apt,135
Loop,Entire home/apt,125
West Town,Entire home/apt,167
Portage Park,Private room,34
Near West Side,Private room,58
Jefferson Park,Entire home/apt,42
Near North Side,Hotel room,169
Portage Park,Entire home/apt,51
Grand Boulevard,Entire home/apt,60
Grand Boulevard,Private room,39
Near West Side,Entire home/apt,249
Loop,Entire home/apt,400
Near North Side,Private room,207
Lake View,Entire home/apt,85
Woodlawn,Entire home/apt,70
Lower West Side,Private room,40
Logan Square,Entire home/apt,68
Irving Park,Entire home/apt,115
Near North Side,Entire home/apt,400
Uptown,Entire home/apt,301
South Shore,Private room,30
Lake View,Entire home/apt,140
Irving Park,Entire home/apt,63
Armour Square,Entire home/apt,189
Lake View,Entire home/apt,159
Near North Side,Entire home/apt,161
Near North Side,Entire home/apt,128
Humboldt Park,Entire home/apt,129
West Garfield Park,Private room,35
Near North Side,Shared room,60
Irving Park,Entire home/apt,105
Clearing,Private room,60
Portage Park,Entire home/apt,95
Near North Side,Private room,90
Douglas,Private room,35
Logan Square,Entire home/apt,84
Near North Side,Private room,84
Douglas,Entire home/apt,175
Forest Glen,Entire home/apt,119
West Garfield Park,Private room,33
Albany Park,Entire home/apt,175
Armour Square,Entire home/apt,189
Hermosa,Entire home/apt,95
Lincoln Park,Entire home/apt,145
Lower West Side,Entire home/apt,44
West Town,Entire home/apt,263
West Town,Entire home/apt,1153
Austin,Entire home/apt,80
Irving Park,Entire home/apt,85
West Town,Private room,71
Avondale,Private room,35
Irving Park,Entire home/apt,219
Near North Side,Entire home/apt,200
Logan Square,Entire home/apt,110
South Lawndale,Private room,52
Armour Square,Private room,35
Avondale,Private room,47
Lake View,Entire home/apt,79
Bridgeport,Entire home/apt,357
Bridgeport,Entire home/apt,98
Lake View,Entire home/apt,200
Near North Side,Entire home/apt,194
West Town,Entire home/apt,445
Brighton Park,Entire home/apt,69
Loop,Entire home/apt,215
Lincoln Park,Entire home/apt,407
West Town,Entire home/apt,128
Near North Side,Hotel room,110
Brighton Park,Shared room,39
Roseland,Private room,105
Logan Square,Entire home/apt,99
Rogers Park,Entire home/apt,245
Near North Side,Entire home/apt,212
Near North Side,Entire home/apt,213
Near North Side,Entire home/apt,177
Near North Side,Entire home/apt,171
West Lawn,Private room,29
Lake View,Entire home/apt,120
Albany Park,Private room,71
West Town,Entire home/apt,99
Logan Square,Entire home/apt,80
Lincoln Square,Entire home/apt,95
Loop,Entire home/apt,98
Near North Side,Entire home/apt,176
Logan Square,Entire home/apt,62
West Town,Entire home/apt,328
Humboldt Park,Entire home/apt,94
West Town,Entire home/apt,176
West Town,Entire home/apt,145
Uptown,Entire home/apt,108
Brighton Park,Private room,35
Calumet Heights,Private room,26
Albany Park,Private room,65
Albany Park,Private room,65
Lincoln Park,Entire home/apt,140
Humboldt Park,Entire home/apt,60
West Town,Entire home/apt,120
Calumet Heights,Private room,32
West Town,Private room,79
Rogers Park,Private room,60
Albany Park,Entire home/apt,385
Lower West Side,Entire home/apt,200
North Center,Entire home/apt,99
North Park,Private room,45
North Park,Entire home/apt,140
Logan Square,Entire home/apt,97
Grand Boulevard,Entire home/apt,95
Irving Park,Entire home/apt,105
Near West Side,Private room,49
Near West Side,Private room,59
Bridgeport,Entire home/apt,182
Armour Square,Private room,55
Lake View,Entire home/apt,79
Austin,Entire home/apt,135
Grand Boulevard,Entire home/apt,108
Irving Park,Entire home/apt,125
West Town,Private room,43
Norwood Park,Private room,64
West Town,Entire home/apt,128
Lake View,Entire home/apt,90
Grand Boulevard,Private room,53
Calumet Heights,Entire home/apt,149
Grand Boulevard,Private room,53
Oakland,Private room,60
West Town,Entire home/apt,792
Bridgeport,Private room,44
Armour Square,Private room,49
Rogers Park,Entire home/apt,217
Lake View,Entire home/apt,80
Near West Side,Private room,71
West Town,Entire home/apt,262
Near North Side,Entire home/apt,155
Lake View,Entire home/apt,175
Uptown,Entire home/apt,77
Near West Side,Private room,46
North Park,Private room,75
Lincoln Square,Entire home/apt,76
North Park,Private room,45
Lincoln Park,Entire home/apt,250
Near West Side,Entire home/apt,600
West Town,Private room,94
East Garfield Park,Entire home/apt,136
Austin,Private room,30
Lincoln Park,Entire home/apt,149
Uptown,Entire home/apt,122
West Town,Entire home/apt,103
Portage Park,Entire home/apt,83
Lincoln Park,Entire home/apt,75
Austin,Private room,30
West Town,Private room,65
West Town,Entire home/apt,509
Avondale,Entire home/apt,99
Avondale,Entire home/apt,115
Near South Side,Entire home/apt,150
Lower West Side,Entire home/apt,133
West Town,Private room,60
Lincoln Park,Entire home/apt,650
Logan Square,Private room,26
Logan Square,Entire home/apt,121
Jefferson Park,Entire home/apt,81
Jefferson Park,Entire home/apt,84
Lake View,Entire home/apt,215
Logan Square,Private room,45
North Center,Entire home/apt,120
West Town,Entire home/apt,90
Albany Park,Private room,65
Logan Square,Private room,99
Near West Side,Entire home/apt,155
Irving Park,Entire home/apt,300
Bridgeport,Entire home/apt,85
Jefferson Park,Entire home/apt,49
West Town,Entire home/apt,159
Uptown,Entire home/apt,315
Near North Side,Entire home/apt,84
West Town,Entire home/apt,450
Near North Side,Entire home/apt,84
Armour Square,Private room,49
Uptown,Entire home/apt,240
Avondale,Entire home/apt,60
Near West Side,Entire home/apt,149
Near West Side,Entire home/apt,350
Logan Square,Entire home/apt,178
West Town,Private room,71
Belmont Cragin,Entire home/apt,50
Lake View,Entire home/apt,140
Douglas,Entire home/apt,78
Portage Park,Entire home/apt,124
Near West Side,Entire home/apt,95
Irving Park,Private room,50
Avondale,Entire home/apt,52
Avondale,Private room,250
Hermosa,Entire home/apt,55
West Ridge,Private room,36
Lincoln Park,Entire home/apt,159
Irving Park,Private room,52
Irving Park,Private room,59
Irving Park,Shared room,44
Irving Park,Shared room,44
Lake View,Entire home/apt,129
West Town,Entire home/apt,75
Near North Side,Entire home/apt,75
North Center,Entire home/apt,55
Lincoln Park,Entire home/apt,266
Logan Square,Entire home/apt,125
Portage Park,Entire home/apt,105
Irving Park,Entire home/apt,119
Lake View,Entire home/apt,100
Near North Side,Entire home/apt,84
Hegewisch,Entire home/apt,200
Near West Side,Private room,31
Near West Side,Private room,52
Lincoln Park,Entire home/apt,222
Near North Side,Entire home/apt,214
West Town,Entire home/apt,74
Douglas,Entire home/apt,135
Near South Side,Entire home/apt,550
Armour Square,Private room,39
Lake View,Entire home/apt,100
Near West Side,Shared room,29
Near West Side,Private room,31
Avondale,Entire home/apt,79
Avondale,Entire home/apt,643
Near West Side,Private room,30
Irving Park,Entire home/apt,103
West Town,Entire home/apt,94
West Town,Entire home/apt,171
Forest Glen,Private room,64
Near West Side,Private room,130
West Town,Entire home/apt,200
Grand Boulevard,Private room,59
West Town,Entire home/apt,157
Woodlawn,Entire home/apt,249
Avondale,Entire home/apt,52
Lake View,Entire home/apt,140
West Town,Entire home/apt,500
