,name,latitude,longitude,price,minimum_nights
630,Discounted Monthly RATES Jan & Feb,47.61286679999999,-122.2984791,295,1
650,Madrona Family Home,47.6150055,-122.29000149999999,350,3
651,"Cozy,light filled, large 2 bedroom",47.61455596,-122.29017879999999,375,3
652,Charming Victorian Central Seattle,47.61093922,-122.2940892,240,3
654,Modern Home in the heart of Seattle,47.61096566,-122.2933271,250,3
662,Retreat like home in the woods,47.61498154,-122.28356969999999,225,3
667,Madrona Craftsman,47.6101887,-122.29217040000002,250,2
673,180° Lake & Mtn View Home!,47.61589742,-122.2820429,295,2
679,Bungalow 3 BR home in Madrona,47.61608833,-122.2885017,500,1
681,Charming Madrona Home,47.6105636,-122.28634380000001,500,3
684,"Perfect for families, best location",47.61217344,-122.2919284,350,3
714,UNIVERSITY DISTRC CHARMER (Sleep10),47.66494949,-122.3211328,275,3
730,Ideal for Family Reunions/Getaways,47.66757538,-122.31871559999999,350,3
731,Ravenna Craftsman - 4 Bdrm by UW!,47.66825152,-122.3094497,295,3
740,Classic Craftsman - 95 Walk Score!,47.67136970000001,-122.3157987,250,2
778,4BD/1BA Townhouse Close to UW,47.65721706,-122.31423290000001,306,1
797,Charming Ravenna Park / UW  3br 2ba,47.67160466,-122.3157654,250,3
802,Remodeled Craftsman in Seattle,47.66881617,-122.31844170000001,275,1
807,University District Oasis!,47.67042422,-122.3152792,250,2
812,Modern and Comfortable Suite,47.63051112,-122.2817713,210,1
824,Home near downtown Seattle,47.60510734,-122.3037078,380,3
825,Central Seattle Home + Garden,47.6119061,-122.3033487,225,3
831,Beautiful Town Home - Capitol Hill,47.61397307,-122.30788829999999,203,7
838,Three Floors & Rooftop Deck Central,47.60581271,-122.3040398,330,1
840,Special Events Venue and Guesthouse,47.60679614,-122.30908570000001,350,1
871,Architect award-winning modern home,47.602939500000005,-122.30840890000002,225,2
899,Spacious 2BR - prime time location,47.61369416,-122.3073254,220,2
925,Modern 4BR/3.5BA Near Downtown,47.61197874,-122.3036215,270,1
927,Large 4- Bed House In Ideal Seattle,47.60419373,-122.30992009999999,300,1
933,The Parsonage: Modern 3bed/3.5bath,47.61704032,-122.30280630000001,325,1
935,"SUPER TALL, 5-Level Loft, 2200sf",47.60230148,-122.30717309999999,425,1
937,A Walkers Paradise in Capitol Hill!,47.60959625,-122.31643740000001,220,3
949,Charming Seattle Home Near Downtown,47.60702962,-122.30694960000001,287,2
957,Luxury Lakeside Home with Views!,47.59680105,-122.2884614,279,3
966,Fantastic modern home in Leschi,47.59526163,-122.29721289999999,257,2
983,Modern Seattle Townhome,47.5944386,-122.2938703,210,1
989,Madrona Urban Oasis-Views & Space!!,47.60688433,-122.2872419,500,3
991,Seattle View Home Near Lake/Downtow,47.6067369,-122.29008770000002,400,5
997,Ideal Home for Small Reunions,47.60437922,-122.29111529999999,350,7
998,Modern charm in heart of Seattle,47.59697059,-122.2964817,300,1
1001,Modern home in heart of Seattle,47.59522339,-122.29663670000001,285,1
1002,Sparrow's Landing 2br/1ba Lake View,47.60256128,-122.29365530000001,210,2
1004,Lake Washington-Close to Downtown,47.6046968,-122.2854892,225,2
1030,Mod Home Central Seattle,47.60158523,-122.30698319999999,275,3
1037,Oasis in the City,47.59704962,-122.2998868,250,3
1040,3BR Central District House,47.59797618,-122.30087990000001,218,2
1055,3 BR/2.5 BA Home in Seattle,47.58748247,-122.30062209999998,250,2
1070,Triple Venti View & Suite Lux,47.61217391,-122.3433935,557,6
1081,2BD SEA Pike Place & Belltown Haven,47.60800146,-122.33984579999999,299,2
1086,"2 Bedroom, 2 Bath Cloud Nine Oasis",47.60817001,-122.3383759,311,7
1090,Best View in Downtown Seattle,47.60893109,-122.34028229999998,357,7
1115,The Seattle Carriage House,47.64715015,-122.32273899999998,300,2
1124,4-Story Modern Home w/ a Lake View!,47.64032438,-122.32316759999999,600,2
1129,"Olympics, LakeUnion, Downtown....",47.636674400000004,-122.323155,225,7
1138,South Lake Union Penthouse,47.6208625,-122.33896609999998,550,3
1151,Modern Loft with Space Needle View,47.61974793,-122.33913100000001,220,3
1160,South Lake Union Penthouse Room,47.62096789,-122.3377744,220,1
1164,Steps from magical Discovery Park-3,47.65421134,-122.4083888,229,2
1165,"Super location, 3.5ba, Free Parking",47.65103145,-122.38500379999999,333,1
1171,Fabulous Seattle Modern,47.65061812,-122.40311979999998,350,3
1173,Bright + Modern Townhouse w/ 3 Bdrm,47.64950046,-122.38396350000001,225,2
1180,Magnolia/Discovery Park House,47.65795018,-122.39815459999998,250,3
1186,"1,600+ sq ft Penthouse View Condo",47.65378345,-122.38813020000002,280,2
1189,5 bedrooms 1909 Magnolia Splendor,47.64868391,-122.3837888,480,1
1196,Waterfront View home in Seattle,47.64609021,-122.4158477,225,2
1198,Magnolia View Retreat,47.64012727,-122.40273909999998,250,3
1204,Fabulous Seattle Modern,47.65168581,-122.40457340000002,350,3
1206,SEATTLE BEACH HOUSE on Elliott Bay,47.63149514,-122.39543710000001,375,3
1208,100% Walk Score 1-BR Downtown,47.61537863,-122.3352588,999,1
1214,Historic Downtown Artist Loft,47.61491677,-122.3449797,225,3
1219,Luxury Furnished 1BR Seattle Apt,47.61429418,-122.33639029999999,249,5
1230,100 Walk Score - Lux 2Bed,47.61534361,-122.3327413,350,20
1239,1 Bedroom Puget Sound View Oasis,47.61429607,-122.3473832,275,2
1254,Best Location Downtown - Beautiful!,47.61518277,-122.34693190000002,229,7
1271,2-Story Penthouse W/Amazing View ,47.61401556,-122.34922240000002,320,1
1277,Centennial Tower 3 Bdr Penthouse ,47.61651123,-122.34811429999999,405,3
1278,Downtown 2Bed Western Sunset Views,47.61621072,-122.3503346,219,2
1279,Penthouse Suite Top Floor ,47.61516479,-122.34657209999999,899,3
1281,Centennial Tower 2 Bdr Pets Welcome,47.61677625,-122.3482628,239,3
1288,2 Bedroom Gateway City Oasis,47.61498179,-122.3488696,300,2
1289,1 Bedroom Bright Cityscape Oasis,47.61521886,-122.3490756,250,2
1298,Sky High Water View. 99 Walkscore,47.61587789,-122.33325590000001,700,3
1303,Bright 1BR/1BA Belltown Apartment,47.61372199,-122.342757,245,3
1306,1 Bedroom Emerald City Oasis,47.61345315,-122.3475179,215,2
1307,2 Bedroom Poet's Paradise Oasis,47.61564954,-122.34766950000001,215,2
1308,2 Bed Space Needle View,47.61792621,-122.3478335,275,2
1312,Sky High Penthouse. 99 Walkscore,47.61520501,-122.33545890000002,700,3
1318,Olympus Penthouse- Elliott Bay View,47.61649816,-122.3529653,475,3
1320,1 Bed Territorial View-Book now!,47.61602298,-122.3444916,205,2
1334,Luxury Furnished 2BR Seattle Apt,47.61401438,-122.3377935,399,3
1345,Downtown with Amazing Dining! V62,47.61462315,-122.34063379999999,245,2
1348,Steps from Elliot Bay! OP2,47.615300899999994,-122.35433970000001,444,2
1361,Discover Downtown Seattle,47.61452528,-122.34646880000001,270,1
1365,Belltown Court Sunset Suite,47.61373727,-122.34777539999999,230,2
1368,Centennial Tower - 3 Bdr Water View,47.618034200000004,-122.34630759999999,335,3
1372,Modern apt with spectacular view,47.61741289,-122.34676259999999,225,1
