,id,name,host_id,host_name,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,availability_365
1818,20427016,Humboldt Park House (no parties),38481821,William,Humboldt Park,41.90867,-87.7107,Entire home/apt,85,2,178,2020-09-15,62
1819,20438390,The Lodge,109145304,Shelby + Bob,Rogers Park,42.00062,-87.66953000000002,Entire home/apt,95,2,50,2020-01-26,68
1820,20454596,Perfect Northside loc. Wrigley!! Free St Parking!,648385,Jaime And Michael,Uptown,41.96229,-87.66529,Private room,73,2,20,2019-09-22,0
1821,20456769,Joyful space at 606 running trail; home w/ Husky,77184578,Christine,West Town,41.91366,-87.67765,Private room,38,1,4,2020-03-15,0
1822,20457252,The Secret Stache,146033445,Dead Flowers,Logan Square,41.92378,-87.69892,Entire home/apt,41,1,178,2020-09-05,119
1823,20458572,Large City House Garage and Deck,25715675,Joyce,Near West Side,41.87694000000001,-87.6777,Entire home/apt,69,3,192,2020-09-17,61
1824,20492835,Private Room and Private Bathroom in Charming Home,48966050,Darryl,Near West Side,41.86467,-87.6836,Private room,55,2,102,2020-02-29,90
1825,20498813,Andersonville cozy 1 bedroom basement suite,146342995,Sue,Edgewater,41.98205,-87.6705,Entire home/apt,89,1,117,2020-03-15,229
1826,20501142,Executive Study Oasis,124307753,Aj,South Shore,41.76838,-87.5695,Private room,22,1,36,2020-09-07,286
1827,20503258,Modern Apartment  - Cleaned by Cleancio,68127227,Rocio,West Town,41.90175,-87.66728,Entire home/apt,1200,32,0,,63
1828,20517017,The Avondale Adventure - 2BR / 1BA Condo,5121232,Lawrence,Avondale,41.93726,-87.69924,Entire home/apt,87,3,95,2020-09-13,348
1829,20524028,2 Bedroom Apartment by O'Hare/CTA/I90 Free Parking,64513360,Paul,Norwood Park,41.97484,-87.78873,Entire home/apt,62,1,113,2020-09-15,0
1830,20538542,Elite 2br+2ba Corner Apartment in River North!,63313003,K,Near North Side,41.88945,-87.63356999999998,Entire home/apt,183,30,0,,90
1831,20543019,Explore Hip Logan Square from a Modern Apartment,2069798,Afsha,Logan Square,41.9141,-87.71081,Entire home/apt,144,1,144,2020-08-27,55
1832,20553228,Lazaro2720 (2F),36128270,Juanita,North Lawndale,41.85799,-87.69429000000002,Private room,29,1,112,2020-08-02,349
1833,20554662,Bright and Modern Logan Square Condo,15286674,Emmy,Logan Square,41.92574000000001,-87.70289,Private room,108,2,3,2017-11-19,0
1834,20555663,Gorgeous Logan Square - Private Bedroom #2,78695107,Kathy,Logan Square,41.93007,-87.71907,Private room,29,1,84,2018-08-26,0
1835,20586078,Sunny Logan Square Artists' home,15856079,Kyle,Logan Square,41.92389,-87.72108,Entire home/apt,86,1,126,2020-06-28,263
1836,20588561,VERY PRIVATE AND COZY APT. ONE BLOCK TO THE BEACH!,13479607,Kyle,Rogers Park,42.00392,-87.66176,Entire home/apt,80,1,29,2019-11-17,0
1837,20591362,Modern Bedroom in Vintage Apartment,20823027,Rich,North Center,41.9511,-87.67948,Private room,70,1,22,2018-08-23,0
1838,20601137,Historic Coach House Cottage,147218562,Melissa,Grand Boulevard,41.81442,-87.61140999999998,Entire home/apt,106,1,137,2020-08-06,316
1839,20605570,Englewood,147258915,Lamar,Englewood,41.78904,-87.63255,Private room,70,4,0,,0
1840,20606318,Spacious Lofted Condo in Chicago,8278094,Charles,Near West Side,41.86338,-87.65581,Entire home/apt,77,1,3,2017-09-04,0
1841,20621687,1 Bedroom Penthouse Near Wrigley Field,67664674,Kim,Lake View,41.93809,-87.66028,Entire home/apt,118,2,13,2019-09-11,0
1842,20636276,Amazing modern condo with incredible park views,57401134,Yonah,West Town,41.90985,-87.69731999999998,Private room,59,1,43,2018-10-19,175
1843,20640570,"Spacious, comfy room in Beverly",980036,Carolyn,Beverly,41.71959,-87.67865,Private room,25,2,43,2020-01-27,3
1844,20641086,2 Rooms & Private Bath Near Downtown Chicago,26928601,Idaima,Lower West Side,41.85933,-87.66226999999998,Private room,75,2,29,2018-10-09,0
1845,20647880,Inviting 2 Bedroom Apartment in Roscoe Village,147654278,Lara,North Center,41.94364,-87.68443,Entire home/apt,138,3,55,2020-06-26,211
1846,20649033,Private Lincoln Square one bed+bath studio apt.,7420910,Janet,Lincoln Square,41.96877,-87.68337,Entire home/apt,125,2,103,2020-09-13,173
1847,20650327,Beautiful Single Family,24108334,Shonna,Near West Side,41.88285,-87.69136999999998,Private room,275,3,0,,0
1848,20650575,2 Floor - 4 BR- 4Baths Condo Near downtown Chicago,76133827,Anny,West Town,41.89543,-87.66369,Entire home/apt,381,1,32,2020-03-15,351
1849,20662575,Not Available,22289909,Edison,Irving Park,41.9537,-87.70685,Private room,99,2,39,2019-09-14,179
1850,20666176,Cozy Victorian Cottage-1 BR Apartment- Sleeps 3!,22690738,Kristin,Logan Square,41.92658,-87.71973,Entire home/apt,85,4,138,2020-09-04,16
1851,20666602,The Center of Everything- Edgewater,32723376,Garrett,Edgewater,41.97863,-87.65869,Entire home/apt,150,2,2,2020-03-15,16
1852,20672624,Lincoln Park Escape,44618537,Robert,Lincoln Park,41.92942,-87.64397,Private room,114,1,19,2019-09-23,180
1853,20678364,Spacious 1B/1B on Lake Michigan,85684466,Ashley,Uptown,41.95479,-87.64721,Entire home/apt,91,2,4,2017-10-02,0
1854,20679988,Amadeus Stay - Hip Central 3bdrm Apt +Free Parking,11742953,Michelle,North Center,41.95405,-87.67771,Entire home/apt,119,1,85,2020-09-03,131
1855,20689785,"Historic campus U of C Prof. mansion, top location",143937691,Caryl,Hyde Park,41.79333,-87.5962,Private room,150,2,36,2020-02-18,264
1856,20692024,Forum Retreat House,112437766,Annette,East Garfield Park,41.88296,-87.70618,Entire home/apt,74,3,51,2020-02-18,243
1857,20709328,"Awesome space, great location!",2108039,Edmund,Uptown,41.97061,-87.65698,Private room,49,3,74,2019-10-14,0
1858,20712959,Family Friendly 3BR Duplex in Roscoe Village,72758399,John,North Center,41.93496,-87.67699,Entire home/apt,176,3,100,2020-08-02,346
1859,20713577,Private Room - Close to Wrigley Field,86905611,Stephanie,Irving Park,41.95667,-87.69997,Private room,38,1,3,2017-10-01,0
1860,20729220,Luxury fully equipped great Transportation,148444875,Cheri/Forrest,Hermosa,41.92135,-87.73131,Entire home/apt,79,30,31,2020-08-28,51
1861,20745744,"Well-appointed, Spacious 2 Bed in the Gold Coast!",91881711,Megan,Near North Side,41.90336,-87.62931999999998,Entire home/apt,131,3,61,2020-08-31,65
1862,20756430,"Pet-friendly, entire 3 BR in Hot Logan Square!",45239294,Cherie,West Town,41.91244,-87.69856999999998,Entire home/apt,99,2,27,2020-08-14,49
1863,20756854,Art Filled Logan Square Apt w/ Outdoor Green Space,4169153,Bryan,Avondale,41.93497,-87.70638000000002,Entire home/apt,90,3,11,2019-12-29,0
1864,20757313,WrigleyVilla - 1/2 Block From Wrigley Field!,127574066,Kit & Jo,Lake View,41.95109,-87.65508,Entire home/apt,379,2,48,2019-10-13,90
1865,20760300,★Private Room CLOSE to Downtown & McCormick Place★,53120834,Lulu,Near South Side,41.86084,-87.6241,Private room,85,1,58,2019-01-01,0
1866,20763621,Casita La Villita,109403941,Robert,South Lawndale,41.85564,-87.69044,Entire home/apt,118,2,5,2019-10-15,0
1867,20774377,Loyola wonderful room,112976578,William,Rogers Park,42.00377,-87.66486,Private room,299,7,20,2019-08-18,89
1868,20779421,Private Bedroom and Bath in cozy Old Town Condo,16686878,Katherine,Near North Side,41.9057,-87.63707,Private room,84,1,24,2018-10-30,0
1869,20796390,"East Pilsen Apartment - Loop, McCormick, UIC",5228189,Matthew,Lower West Side,41.85624,-87.64198,Entire home/apt,138,1,144,2020-05-03,0
1870,20796999,"Lovely, bright, 3-bedroom Avondale flat. Private.",149092372,Flor,Avondale,41.93812,-87.72454,Entire home/apt,96,1,209,2020-09-06,350
1871,20798903,The Deeply Rooted Room: Airbnb Superhost,93017116,Randall,Grand Boulevard,41.81342,-87.6112,Private room,50,1,71,2019-12-11,204
1872,20811620,Spacious walk-up just North of Wrigley!,125586314,Jessica,Lake View,41.95653,-87.66717,Entire home/apt,300,2,0,,0
1873,20814774,💗Charming Two Bedroom Apartment near Downtown 💗,3986873,Elena,Lower West Side,41.84926,-87.68083,Entire home/apt,96,2,118,2020-08-26,328
1874,20817864,2BR/1Bath in trendy Ukrainian Village/Wicker Park,149305287,Mee,West Town,41.89936,-87.66826999999998,Entire home/apt,115,1,149,2020-08-23,165
1875,20818822,4 BDRM Gorgeous Apt Pilsen Hist Dist FREE parking,149317569,Tony,Lower West Side,41.85268,-87.68224000000002,Entire home/apt,90,1,110,2020-08-20,252
1876,20828757,Wicker★Park Blue Line Subway@Division East★Village,30003626,Maggie & Steve,West Town,41.90223,-87.66911,Entire home/apt,68,2,131,2020-09-13,14
1877,20831848,HUGE MODERN 4 BED 4 BATH CHICAGO COACH HOUSE,70674557,Jacqueline,North Center,41.93517,-87.6794,Entire home/apt,549,3,43,2020-04-14,0
1878,20834078,Milagro2720 (2F),36128270,Juanita,North Lawndale,41.85824,-87.69461,Private room,28,1,109,2020-03-01,351
1879,20834660,Bright & Spacious Noble Square Loft,113562870,Amy,West Town,41.8961,-87.66343,Entire home/apt,109,2,88,2020-09-18,85
1880,20836169,Spacious and Comfortable Modern Home,121325031,Dawn,Ashburn,41.73532,-87.69493,Private room,32,2,0,,0
1881,20845184,Single Family House near Chicago Downtown,27659902,Iryna,West Town,41.89769,-87.66615,Entire home/apt,44,2,4,2020-04-21,0
1882,20862938,Spacious and Welcoming Ravenswood Garden Unit,3291424,Katie,North Center,41.95998,-87.67468000000002,Entire home/apt,95,1,111,2020-09-11,50
1883,20868748,101 Comfortable Remodeled Private Room Free wifi,127235673,Alex,Rogers Park,42.00629,-87.66826999999998,Private room,46,1,23,2020-09-05,360
1884,20869579,102 Beautiful Remodeled Private Room Free wifi 102,127235673,Alex,Rogers Park,42.00629,-87.66826999999998,Private room,55,1,24,2020-09-02,354
1885,20872794,Apartment in Wicker Park/Bucktown,45445328,Kristen,West Town,41.91184000000001,-87.67661,Shared room,75,1,1,2017-09-12,0
1886,20885281,South Loop Condo,149962790,Alexander,Near South Side,41.86285,-87.62550999999998,Entire home/apt,250,2,1,2017-10-09,0
1887,20900572,30+ Night Stays - Luxury River North 2BR Condo!,149594823,Mike,Near North Side,41.89486,-87.63257,Entire home/apt,118,30,19,2020-07-31,267
1888,20916099,Great$ Beautiful 2 Bed 2 Bath Near McCormick Place,14682523,Nicole,Near South Side,41.85948,-87.626,Entire home/apt,152,90,71,2020-03-02,364
1889,20918966,Charming 2 Bedroom apartment in Irving Park,150353780,A,Irving Park,41.95793,-87.72306999999998,Entire home/apt,90,2,0,,0
1890,20921013,Comfortable Garden Apartment,149862178,Lv,Chicago Lawn,41.77692,-87.68819,Private room,35,1,1,2017-09-19,365
1891,20928198,Cute Old Town Room,150436953,Kalin,Lincoln Park,41.91127,-87.63462,Private room,75,1,91,2020-03-15,83
1892,20933786,South Loop Luxury Lofts,139765116,Jose,Bridgeport,41.84098,-87.65895,Private room,67,2,2,2017-10-07,364
1893,20947215,Bright & homey  private studio with bath & kitchen,25173295,Angie,South Shore,41.76477,-87.56709000000002,Entire home/apt,75,2,8,2019-06-17,180
1894,20947233,Luxe Renovated Private Guest Suite in City Cottage,150629165,Kimberly,Logan Square,41.92021,-87.68248,Entire home/apt,142,2,248,2020-03-14,82
1895,20947323,Private studio in South Shore with bath & kitchen.,25173295,Angie,South Shore,41.76549,-87.56836,Entire home/apt,75,2,14,2020-08-31,180
1896,20951004,"Private Bathroom,Parking,15 mins to center w/train",29402778,Timm & Nang,Lake View,41.93995,-87.65965,Private room,63,2,74,2019-10-27,0
1897,20955452,Sonder | The Western | Spacious 2BR + Rooftop,12243051,Sonder,Logan Square,41.91711,-87.68638,Entire home/apt,217,4,23,2019-09-14,0
1898,20967119,Private Bedroom + Bathroom Wrigleyville North!,46886906,Myndi,Uptown,41.95614000000001,-87.6559,Private room,60,1,0,,0
1899,20968510,Clean Guest Suite near ORD. 1 bedroom.,55398804,Elizabeth,Portage Park,41.96787,-87.77146,Entire home/apt,68,2,6,2017-11-12,0
1900,20979385,104 Big Room Queen & Twin bed Location Free Wi Fi,127235673,Alex,Rogers Park,42.00629,-87.66826999999998,Private room,51,1,19,2020-08-21,363
1901,20979854,Suite in Artist's Home,209533,Francine,West Ridge,42.00792,-87.68318000000002,Private room,75,2,18,2019-10-20,179
1902,20985600,Re-energize in Private Room in new Logan Square Townhouse,1257936,Paul,Humboldt Park,41.91316,-87.71784,Private room,74,2,113,2020-08-28,171
1903,20989320,The new meets the classic WRIGLEYVILLE / SOUTHPORT,126016266,Paul And Olgi,Lake View,41.94943,-87.65968000000002,Entire home/apt,238,2,30,2019-10-20,89
1904,20995084,▌▌▌THREE LEVEL Skyline View Chicago Penthouse ▌▌▌,151133847,Candace,West Town,41.89355,-87.66209,Entire home/apt,249,3,103,2020-08-09,328
1905,20997786,• DownTown Chicago Near Water tower!,95939853,Aeshah,Near North Side,41.89633,-87.62815,Private room,45,1,229,2020-03-19,0
1906,21009630,Best view in west loop CHICAGO,93963977,M,Near West Side,41.88336,-87.64497,Entire home/apt,139,1,0,,0
1907,21013562,1 Bedroom Apartment in Historic Old Town House,151312537,Sara,Lincoln Park,41.91163,-87.6349,Entire home/apt,137,3,142,2020-06-12,324
1908,21028700,Great Place to Stay in Logan Square by 606 Trail!,77530633,Raymond,Logan Square,41.91524,-87.69923,Entire home/apt,85,1,59,2020-03-01,109
1909,21039504,Sunny Attic Suite at Casa de Ninners,5936145,Brett,Bridgeport,41.83405,-87.65347,Private room,38,2,93,2020-02-17,0
1910,21039622,Elegant Depaul Apt on Jonquil Park,30937767,Judith,Lincoln Park,41.92749,-87.65549,Entire home/apt,80,5,20,2020-09-18,292
1911,21043822,Quaint Two Bedroom in the WOW District,5523652,Rachel,West Town,41.90986,-87.69579,Entire home/apt,56,3,120,2020-08-01,0
1912,21052998,Classic 2 Bedroom Roscoe Village Apartment,504800,Renata,North Center,41.93978,-87.68463,Entire home/apt,79,3,114,2020-09-07,338
1913,21053371,Bucktown Sun Palace,19474560,John,Logan Square,41.92148,-87.68533000000002,Entire home/apt,599,3,5,2019-12-01,0
1914,21062555,Comfy couch -Steps from Public Transit/Divvy,5363019,Jessica,Lincoln Park,41.93142,-87.66837,Shared room,21,1,1,2017-10-09,0
1915,21064192,Walk to Little Italy from a Placid Townhouse Apartment,87055,Yaowapa,Near West Side,41.87026,-87.68285999999998,Entire home/apt,112,2,132,2020-09-02,80
1916,21075121,Charming Room with Attached Private Sun Room,6457644,Lia,Rogers Park,42.00087,-87.66751,Private room,50,7,0,,0
1917,21078574,Historic Comfortable South Shore Bungalow,151427928,William & Naudra,South Chicago,41.74607,-87.57066999999998,Private room,50,2,27,2020-09-07,72
1918,21090640,Warm Nostalgic Escape,126977695,Alex,Garfield Ridge,41.80904,-87.73974,Entire home/apt,200,10,0,,90
1919,21096983,Comfy and colorful 1 bdrm next to Lake Michigan,76030865,Ilana,Uptown,41.95743,-87.64768000000002,Entire home/apt,86,2,3,2017-10-19,0
1920,21108423,"Beautifully Renovated, Walking distance to Lake!",91881711,Megan,Near North Side,41.90339,-87.62925,Entire home/apt,115,4,55,2020-08-20,34
1921,21110208,Luxury Wicker Park Penthouse w/ Private Rooftop,6162,Jackie,West Town,41.91137,-87.68426,Entire home/apt,197,5,94,2019-08-11,14
1922,21111081,2 BR  apartment near O'Hare,128452488,Grace,Dunning,41.95179,-87.83525999999998,Entire home/apt,92,3,31,2020-01-19,0
1923,21134146,Wrigleyville Confort,131717124,Emiliano,Lake View,41.94998,-87.66064,Entire home/apt,245,1,81,2020-09-06,88
1924,21136000,1QueenSizeBedPrivateRmMcCormickGreenLineTrain,42524732,Kay,Grand Boulevard,41.81475,-87.62193,Private room,37,1,21,2020-07-05,365
1925,21149807,#1 Historic Chicago Home - Private Queen Bedroom,163699318,Natalie,Rogers Park,42.01116,-87.6628,Private room,44,1,105,2020-09-06,11
1926,21153383,Cozy bedroom available in Albany park !,38029311,Maria José,Albany Park,41.96542,-87.71863,Private room,25,2,36,2019-10-29,0
1927,21157736,2nd FL FREE PARKING laundry mins to downtown❤️⭐,2630113,Nikkole,West Town,41.8936,-87.66118,Entire home/apt,161,1,119,2020-03-08,43
1928,21161463,Historic Chicago Home in the Heart of Rogers Park,163699318,Natalie,Rogers Park,42.01154,-87.6626,Entire home/apt,348,2,32,2020-09-13,350
1929,21169118,Greystone Haven in Logan Square,16027807,Miriam,Logan Square,41.92395,-87.71211,Entire home/apt,119,2,174,2020-09-16,76
1930,21174388,Best deal in the area,43392136,William,Gage Park,41.79359,-87.70345,Private room,46,1,162,2020-09-11,364
1931,21175666,#1 Hyde park luxury newly furnished PRIVATE RM&BTH,140160049,City Zen,Kenwood,41.80237,-87.60256,Private room,55,1,85,2020-09-19,0
1932,21177789,#2 Hyde park PRIVATE luxury newly furnished room,140160049,City Zen,Kenwood,41.80353,-87.60365,Private room,44,1,145,2020-08-31,359
1933,21178038,#3 Hyde park PRIVATE luxury newly furnished room,140160049,City Zen,Kenwood,41.80407,-87.60266,Private room,48,1,85,2020-09-20,363
1934,21180306,"Cozy,Adorable&Affordable!JETBATH!spotless space",152918055,Tiffany,Austin,41.8857,-87.77462,Private room,42,1,41,2020-06-28,170
1935,21182082,CITY LIVING BEAUTIFUL STUDIO. NEXT TO DOWNTOWN.,95841315,Nijole Z,Bridgeport,41.83749,-87.64494,Private room,83,1,39,2019-12-25,269
1936,21189762,Lakeview apartment (Wrigley area),153025288,George,Lake View,41.93411,-87.6696,Entire home/apt,150,2,2,2017-10-22,0
1937,21201032,Piece of Mind,64365094,Marcus,West Town,41.91125,-87.70153,Private room,60,1,16,2018-10-15,263
1938,21212082,Vintage Gem in West Town,47116272,Patricia,West Town,41.89579000000001,-87.67312,Entire home/apt,50,2,88,2020-07-06,30
1939,21214671,Private Bucktown Ranch Steps to Everything Chicago,87730556,Michael,Logan Square,41.91682,-87.68023000000002,Entire home/apt,129,7,26,2020-02-17,0
1940,21216616,Sonder | The Belmont | Charming 4BR,12243051,Sonder,Lake View,41.94051,-87.66558,Entire home/apt,200,3,55,2020-09-01,97
1941,21218766,Cozy Lincoln Park Apartment.,66345203,Renee,Lincoln Park,41.92363,-87.63755,Entire home/apt,75,10,1,2017-11-28,0
1942,21219773,Charming! West Loop 1-Bedroom for Rent,30595314,Lisa,Near West Side,41.8865,-87.6438,Entire home/apt,195,2,1,2017-10-15,0
1943,21219973,b-OneTrainToTheMcCormickPlace,42524732,Kay,Grand Boulevard,41.81577,-87.62057,Shared room,48,1,10,2019-10-22,365
1944,21220279,a-PublicTransit&FewMinAwayFromMcCormickPlace,42524732,Kay,Grand Boulevard,41.81509000000001,-87.62184,Private room,44,2,11,2019-10-04,365
1945,21225449,Spacious Private Bedroom & Bath- North of Wrigley!,125586314,Jessica,Lake View,41.95828,-87.66552,Private room,70,1,102,2020-06-17,8
1946,21231053,BemaniHouse Chicago,111137433,Dennis,Humboldt Park,41.90416,-87.71018000000002,Shared room,20,1,0,,0
1947,21239947,Cozy Mid-Century Home,97330877,Chris,South Lawndale,41.85305,-87.69476,Private room,60,1,0,,0
1948,21241033,Just minutes to all of wicker park!,19442684,John,West Town,41.89746,-87.68276999999998,Private room,75,2,6,2019-01-12,365
1949,21245329,Private room with view of the 606 and private bath,1257936,Paul,Humboldt Park,41.91253,-87.71611999999998,Private room,74,2,126,2020-08-09,332
1950,21250973,#4 Historic Chicago Home - Private Single Bedroom,163699318,Natalie,Rogers Park,42.0113,-87.66265,Private room,36,1,128,2020-08-23,8
1951,21252535,#5 Historic Chicago Home - Private Queen Bedroom,163699318,Natalie,Rogers Park,42.01148,-87.66314,Private room,44,1,146,2020-09-07,11
1952,21254509,Your Fantastic Futon! 1st Floor TV room with locks,5468317,Brian,Rogers Park,42.01004,-87.66287,Private room,23,1,23,2019-02-18,0
