,name,latitude,longitude,price,minimum_nights
30824,Designer's Beautiful 2BR Apartment in NOLITA/SOHO,40.72233,-73.99574,2990,2
30857,Downtown Loft Location w/ Skyline View & Studio,40.71403,-73.99076,1000,1
30916,East Village Celebrity Townhouse,40.7235,-73.98534000000001,1000,3
31101,"3 Bedroom, 2 Bath Apt in East Village- Penthouse",40.726009999999995,-73.99086,750,4
31105,Master Garden Suite @ Northern Lights Mansion,40.806459999999994,-73.9517,1500,2
31338,LES 2 BR Penthouse New Construction,40.72081,-73.98461,975,4
31507,TV-PHOTO-FILM-CINEMA-ART GALLERY-MUSIC STUDIO-LOFT,40.71824,-73.95175,1000,1
31532,"Sunlit Room in Prospect Heights, Brooklyn",40.676520000000004,-73.96198000000001,974,7
31866,Luxury Central Park Views Iconic building,40.76682,-73.97943000000001,1195,3
31944,Surrealist Luxury Loft,40.74903,-73.99198,795,3
31954,NY’s Highest End Celebrity Building + Balconies!,40.71868,-74.00765,1200,5
32003,Triple Mint Townhouse in the heart of West Village,40.73722,-74.00263000000001,1500,3
32041,"Paradise Garden, Spa, Steam & Massage Table #10299",40.82263,-73.95181,2500,3
32291,"Stunning, Sunny Tribeca Loft",40.71845,-74.00214,799,15
32372,Garden Duplex close to Central Park,40.765159999999995,-73.96562,1000,3
32439,THE 602 SHOWROOM,40.65925,-73.94861999999999,1000,1
32544,"Gorgeous summer spot in boerum hill, brooklyn!",40.684940000000005,-73.9885,1333,50
32571,Beautiful Classic 7 Residence UES,40.78845,-73.95484,1100,1
32796,Penthouse Triplex Jewel - 3000sf,40.72273,-74.01049,1000,7
32904,Modern Wall of Glass Townhouse with Garden,40.806090000000005,-73.95258000000001,800,4
32920,"Elegant 4 floor/4BR home, garden, chef's kitchen",40.68403,-73.9625,780,3
32938,"$6M Soho Penthouse: 2000 sq ft, 18 ft ceilings",40.72818,-73.99993,850,5
33078,Beautiful 5 bedroom+ Oasis in NYC,40.63573,-73.96433,745,4
33137,Private cozy room in perfect UWS,40.80485,-73.96534,1200,60
33150,Luxurious Deluxe King Room St. Regis Manhattan,40.76031,-73.9739,750,1
33430,Flatiron Oasis Off 5th Ave,40.740429999999996,-73.99277,1500,3
33571,Lower East Side Loft (Event Space),40.71946,-73.98935,900,1
33755,Bon Séjour,40.70413,-74.0134,995,1
34036,Brooklyn Sanctuary with Private Luxury Spa,40.64992,-74.01169,750,1
34117,Designer $10M Luxury Home in Prime SoHo !,40.72367,-73.99868000000001,1250,4
34118,Beautiful 5100 SQ FT Industrial Brooklyn Loft,40.6855,-73.96112,999,1
34131,Home away from Home,40.740790000000004,-73.98303,750,31
34244,Brooklyn Town House,40.688759999999995,-73.97048000000001,1200,3
34310,Private Bedroom in the Financial District,40.70662,-74.00562,1700,120
34341,"*NO GUEST SERVICE FEE* One Bedroom Suite w/ Queen Bed, Close to 51st St Subway",40.75444,-73.96497,737,3
34342,*NO GUEST SERVICE FEE* One Bedroom Suite with Free Continental Breakfast Daily,40.75224,-73.96651999999999,737,3
34343,*NO GUEST SERVICE FEE* Beekman Tower One Bedroom Suite with Kitchen,40.75417,-73.96557,737,3
34344,*NO GUEST SERVICE FEE* Beekman Tower Premium One Bedroom Suite,40.754020000000004,-73.96566999999999,737,3
34345,*NO GUEST SERVICE FEE* Luxury One Bedroom Suite in Excellent Midtown Location,40.754509999999996,-73.96708000000001,737,3
34346,*NO GUEST SERVICE FEE* One Bedroom Suite - Close to UN Headquarters,40.75425,-73.96556,737,3
34347,*NO GUEST SERVICE FEE* Luxury Midtown One Bedroom Suite with Kitchen,40.75294,-73.96731,737,3
34348,*NO GUEST SERVICE FEE* Luxury One Bedroom Suite w/ Free Continental Breakfast,40.75269,-73.96678,737,3
34352,*NO GUEST SERVICE FEE* Luxury Midtown One Bedroom Suite with Kitchen,40.75459,-73.96706999999999,737,3
34353,*NO GUEST SERVICE FEE* Beekman Tower One Bedroom Suite with Queen Bed & Free Wifi,40.75238,-73.96653,737,3
34613,New york Multi-unit building,40.70653,-73.80561,1000,2
34693,Empire State views LUXURY 3BR/2BA w terrace+Gym,40.74828,-73.97917,799,5
34844,New York Condominium,40.7206,-74.0033,1100,3
34851,A Night at Anchor Aboard Yacht Ventura,40.713640000000005,-74.01758000000001,3750,1
35015,Luxurious Apartment!! Located on 5th Avenue!,40.746159999999996,-73.98640999999999,800,1
35258,Top Luxury NYC EmpireSt View 3BR/2BA w/Terrace+Gym,40.74487,-73.97608000000001,799,5
35415,Respectful Beautiful Harlem Room,40.81047,-73.94041999999999,848,1
35695,West Village 5 BR Townhouse & Private Yard,40.73151,-74.00528,1500,4
35809,Minimalist Loft  Luxury in Soho,40.72345,-73.99943,800,2
35814,RE:GEN:CY,40.67864,-74.00546,750,1
35835,"10BR 6 full Bath, 3 story, entire landmark house",40.6692,-73.95054,785,3
35920,NYC Townhouse & Private Roof Deck,40.771409999999996,-73.95658,1000,4
35922,La Casa Azul - Paradise in Brooklyn!!,40.68269,-73.89223,750,1
36123,TRIBECA/SOHO 2 BEDROOM LUXURY LOFT,40.71979,-74.00407,799,3
36536,Entire suite with breathtaking views of NYC,40.75866,-73.98535,850,1
36571,"Park Avenue midtown apartment, walk to everything",40.74836,-73.9807,800,2
36712,A Suite with breathtaking views of NYC !,40.75982,-73.98418000000001,999,1
36833,Midtown City &River View~Luxury 3BR/2BA~BalconyGym,40.74629,-73.97703,899,4
36842,THE HIVE // Brand New 3-Story Luxury Townhome,40.72549,-73.94595,975,2
37083,Loft Space with Incredible Windows,40.717220000000005,-74.00293,1500,1
37179,Gorgeous Bohemian one BEDROOM in EAST VILLAGE,40.72208,-73.98472,1700,23
37194,"Apartment New York 
Hell’s Kitchens",40.76835,-73.98366999999999,6500,30
37253,Gilchrist Private,40.69615,-73.99682,1000,3
37341,Landmarked Limestone Sanctuary,40.663540000000005,-73.95506999999999,860,2
37450,"2 bedroom, one bath in Crown Heights",40.662490000000005,-73.95075,2545,90
37570,Spacious West Village Studio,40.733779999999996,-74.00272,1115,3
37775,Elegant Duplex Suite in Manhattan -Private Terrace,40.762190000000004,-73.97646,913,2
37783,Terrace Suite| Semi-Private Terrace | Full Sofabed,40.76184,-73.97605,718,2
37864,NYC HOLIDAY!!!!   April 15- May 15,40.765190000000004,-73.96874,3600,31
37879,RUSTIC/MODERN/EV/NYC,40.73042,-73.98491,750,3
38000,4-Floor Unique Event Space 50P Cap. - #10299B,40.825109999999995,-73.94960999999999,5000,1
38122,Tribeca - Large 4 bedroom 2 bathroom for Xmas/NY,40.71546,-74.00856,2000,1
38134,New york Multi-unit building,40.75884,-73.99208,800,180
38220,Large shared apartment in Alphabet City,40.72724,-73.97601,1880,180
38223,Luxury West Village private Townhouse 5B Garden,40.73652,-73.98618,3000,1
38310,*NO GUEST SERVICE FEE* Beekman Tower One Bedroom Suite  #3,40.752520000000004,-73.96667,714,28
38316,*NO GUEST SERVICE FEE* Beekman Tower Two Bedroom  #1,40.75385,-73.96536,956,4
38322,*NO GUEST SERVICE FEE* Beekman Tower One Bedroom Suite  #10,40.75271,-73.96575,714,28
38323,*NO GUEST SERVICE FEE* Beekman Tower One Bedroom Suite  #12,40.75376,-73.96644,714,28
38324,*NO GUEST SERVICE FEE* Beekman Tower One Bedroom Suite  #5,40.75447,-73.96573000000001,714,28
38325,*NO GUEST SERVICE FEE* Beekman Tower Two Bedroom  #2,40.75439,-73.96648,956,4
38326,*NO GUEST SERVICE FEE* Beekman Tower One Bedroom Suite  #4,40.75373,-73.96536,714,28
38327,*NO GUEST SERVICE FEE* Beekman Tower One Bedroom Suite  #8,40.75443,-73.96594,714,28
38328,*NO GUEST SERVICE FEE* Beekman Tower One Bedroom Suite  #1,40.754020000000004,-73.96724,714,28
38331,*NO GUEST SERVICE FEE* Beekman Tower One Bedroom Suite  #11,40.7538,-73.96564000000001,714,28
38332,*NO GUEST SERVICE FEE* Beekman Tower One Bedroom Suite  #9,40.75271,-73.96638,714,28
38333,*NO GUEST SERVICE FEE* Beekman Tower One Bedroom Suite  #7,40.75264,-73.96543,714,28
38334,*NO GUEST SERVICE FEE* Beekman Tower One Bedroom Suite  #6,40.75459,-73.96566,714,28
38335,*NO GUEST SERVICE FEE* Beekman Tower One Bedroom Suite  #2,40.75403,-73.96714,714,28
38358,Massive Loft in the Heart of Union square,40.73851,-73.99213,3000,2
38456,2nd floor of 2-family house available for December,40.76789,-73.93512,1500,7
38498,"LUXURIOUS 5 bedroom, 4.5 bath home",40.79009,-73.97544,2999,1
38591,1500 SQ FT Williamsburg  Penthouse,40.721940000000004,-73.95510999999999,1600,1
38831,Spacious 3 bedroom 2 bathroom Upper West Side home,40.778529999999996,-73.97609,750,7
38920,NYC Designer 4bedrooms 2bath! PRIVATE PATIO,40.72124,-73.9801,805,4
38947,Times Square Palace,40.760059999999996,-73.98589,3000,1
38954,Great for students!,40.6843,-73.93836,725,1
38981,Beautiful Loft in the Heart of Nolita,40.7233,-73.99463,800,3
39074,Modern NYC Apartment with high ceilings/views.,40.760020000000004,-73.98708,800,5
39139,Beauitful spacious Loft apartment,40.69202,-73.95456,1350,21
39158,HUGE DESIGNER SOHO LOFT,40.720459999999996,-74.00151,950,4
39243,Furnished 1000sq large 2bed + office in Harlem,40.81315,-73.9511,3200,90
39715,"Spacious bright 4 bedrm Manhattan home, elevator!",40.79611,-73.94906,750,3
39736,STEPS FROM BALL DROP IN TIME SQR! Sleeps up to 8!,40.76421,-73.97977,1000,1
39742,Cost-effective nice room near Columbia University!,40.80146,-73.96076,1350,1
39766,Ashly’s apartment,40.82206,-73.93799,1000,30
39814,5 Star Manhattan Luxury St. Regis Hotel King Suite,40.76042,-73.97504,1075,1
39846,CQ 1 Bedroom,40.70706,-74.00990999999999,3000,3
39861,*NO GUEST SERVICE FEE* Beekman Tower Two Bedroom  #3,40.75393,-73.96646,956,4
39892,5th Ave Luxury St. Regis NYC King Room Manhattan,40.7608,-73.97391,820,1
39912,Luxury on 5th Ave St. Regis 2 King BR Suite 5 Star,40.76024,-73.97483000000001,1999,1
40032,"Luxury, Sunny, Comfy, Gorgeous views, Central Park",40.764509999999994,-73.96249,890,3
40086,Magnificent 5 Bedroom Brooklyn Townhouse,40.68187,-73.97075,1750,2
40152,Tribeca Loft,40.719429999999996,-74.00435,1000,1
40379,Shoot in Eccentric Loft with tons of Natural Light,40.68343,-74.00371,1080,1
40412,Amazing Soho Apartments with Private Backyard,40.72273,-74.00479,1299,2
40433,2br - The Heart of NYC: Manhattans Lower East Side,40.7198,-73.98566,9999,30
40586,Private bedroom/Bathroom in a 2 bedroom apartment,40.72544,-73.97818000000001,2500,60
40597,Magnificent 6 Bedroom/5 Bathroom Townhouse,40.7874,-73.97051,1150,1
40638,"Meatpacking Events, Popups, Baby Showers, PhotoSht",40.738820000000004,-74.00706,1050,1
40651,TRENDi 6 BEDROOM  2 APARTMENTS COMBINED/12 BEDS,40.8095,-73.94296999999999,750,3
40734,Wyndham Midtown 45 New York City Presidential,40.75359,-73.97325,1295,1
40764,Photo Studio & Creative Space,40.72095,-73.99756,1200,1
41045,EMPIRE ST VIEW>Luxury 3BR 2BA BALCONY High fl>Gym,40.748290000000004,-73.98326,799,5
41181,East VillageTownhouse for 30 day minimum rentals.,40.72997,-73.9884,1500,30
41214,Harrison Green by (Hidden by Airbnb),40.71782,-74.01047,1978,1
41215,Prospect Place III by (Hidden by Airbnb),40.6776,-73.96961,1494,1
41216,West 88th Street by (Hidden by Airbnb),40.787420000000004,-73.97010999999999,3512,1
41224,"Times Square Suite with amazing views, high floor!",40.76015,-73.98496999999999,890,1
41230,Central Park & Rooftop with 4 large luxury rooms,40.77698,-73.95711999999999,800,5
41272,Top Luxury 3BR 2BA Balcony ->Gym City& River Views,40.74838,-73.98444,799,5
41283,Greenwich Village Luxury Loft,40.7312,-74.00025,1000,2
41400,Stable Room at Incentra Village Hotel,40.73742,-74.00484,999,1
41580,"SPACIOUS Floor-Through Loft in Flatiron, NYC",40.73833,-73.98943,1200,2
41583,Washington Suite at Incentra Village Hotel,40.73672,-74.00539,999,1
41584,Tabor Room at Incentra Village Hotel,40.73697,-74.00343000000001,999,1
41585,Lahore Suite at Incentra Village House,40.73897,-74.00346,999,1
41647,Celebrity Central Park townhouse designer's touch.,40.76262,-73.96443000000001,1497,1
41668,Gorgeous 7BR/3.5BA Bohemian Flat - PRIME LOCATION,40.71244,-73.9581,750,3
41715,Sunny 3 Story 5BR 5Bath Townhouse Upper East Side!,40.77534,-73.95286999999999,1250,5
41770,Recently Renovated & Furnished Apt- Room available,40.7354,-74.00208,2850,100
41893,94TH STREET 3BR-3BA SUITE WITH DOORMAN-GYM,40.78399,-73.94725,990,2
42104,"New Years Eve, The Manhattan Club (A268)",40.76447,-73.9816,840,1
42172,My place 4 u,40.579190000000004,-74.00635,1315,10
42523,70' Luxury MotorYacht on the Hudson,40.71162,-74.01693,7500,1
42542,West 84th Street by (Hidden by Airbnb),40.78545,-73.97123,3613,1
42680,Majestic Mansion LifeStyle :),40.77811,-73.77069,2600,6
42736,30 days minimum Time square West Midtown apartment,40.76043,-73.99132,4100,30
42865,NYC Luxury | Penthouse Suite + Private Outdoor Terrace + Tub,40.75955,-73.99667,794,1
42912,Alphabet Place II by (Hidden by Airbnb),40.72905,-73.97797,1145,1
42915,Soho Loft III by (Hidden by Airbnb),40.72525,-74.00142,1306,1
43009,Midtown Manhattan great location (Gramacy park),40.744820000000004,-73.98366999999999,5100,30
43062,Sustainable event space and rooftop for photoshoot,40.72121,-73.9909,800,1
43070,"Luxury, Location, and Convenience - **RARE FIND**",40.76395,-73.99075,898,2
43130,"Private, Beautiful Upper Eastside Townhome",40.76725,-73.95864,950,3
43146,The Park Townhouse - Jewel of Fort Greene,40.68991,-73.97352,750,4
43201,Coming soon: stunning Upper West Side apartment,40.77112,-73.98964000000001,1000,31
43211,"Class, Comfort, Convenience In The Heart of NYC",40.76485,-73.99229,799,2
43266,Luxury Chelsea Loft with Private Elevator,40.745670000000004,-73.99254,949,2
43418,Glamorous 3 Bedroom/3 Bath Brownstone,40.74779,-73.98100000000001,800,3
43563,Prime Location!Cozy 2BR in West Village!,40.73037,-74.00497,1799,2
43653,Fabulous 3BR/3BA NoMad Midtown LOFT,40.74615,-73.98872,800,3
43670,Beautiful private Brooklyn room with kitchenette,40.68807,-73.95425999999999,4200,114
44014,Elegant Villa in the Heart of Manhattan!,40.7431,-73.98137,790,1
44034,3000 sq ft daylight photo studio,40.7506,-74.00388000000001,6800,1
44162,Extra Luxury Loft with private elevator & terrace,40.75634,-73.99445,945,2
44224,Amazing 3BR private triplex in historic townhouse!,40.73499,-73.98875,1000,3
44429,Room with sofa bed or air mattress,40.75593,-73.91275999999999,2000,365
44462,Tribeca 3.5 Bedroom Loft,40.71734,-74.00858000000001,750,7
44476,"Jfk min away. Welcome to the beach! Fun,sand,surf",40.60412,-73.75163,875,2
44876,2 BR/2.5 BTH W/ 12 FT. CEILINGS NEAR CENTRAL PARK!,40.76208,-73.97171999999999,750,2
45031,Huge Family Apt in Times Square - private elevator,40.75546,-73.99095,945,2
45114,"Spectacular Duplex 4Bdr 3Bath Lincoln C 2,000 Sqft",40.778079999999996,-73.9806,950,30
45170,Empire CIty - King Lux King Room,40.756879999999995,-73.99861999999999,999,1
45185,Beautiful Brooklyn Brownstone Production Space,40.67015,-73.94782,2500,1
45414,Great Duplex in Gramercy (private bedroom + bath),40.73676,-73.9842,1900,7
45572,Central Hall Colonial with Free Parking Bus EXP NY,40.53076,-74.20295,1250,14
45574,Spacious Harlem Home in Manhattan!,40.81157,-73.94654,799,3
45610,Amazing Townhouse Experience with Private Garden,40.7431,-73.98233,1000,2
45627,New 9 Bed 4 Full Bath 3000 SF Spacious Apartment,40.666779999999996,-73.93035,830,3
45666,Gem of east Flatbush,40.65724,-73.9245,7500,1
45710,Times Square 3BR Loft! Amazing Location!,40.75535,-73.99502,2500,70
45766,FLATIRON LOFT 5 STAR,40.738170000000004,-73.98903,850,1
45841,Beautiful Renovated Modern Townhouse,40.743990000000004,-73.98398,850,1
45866,Lex Penthouse with Private Roof Top Terrace,40.743829999999996,-73.98286,975,30
45867,bay ridge & sunset park furnished apartment,40.63087,-74.02006,4200,60
45869,Amazing duplex - 5bed/4bath in prime Williamsburg,40.70893,-73.9572,895,2
45884,MODERN TOWN-HOME 8BR/5BA + TERRACE Williamsburg,40.71399,-73.94683,795,2
45886,ENTIRE Home! 10BR/6BA + Private Garden SLEEPS 20+,40.71398,-73.94605,995,2
45891,entire apartment for rent,40.6336,-74.02884,1800,30
45901,DUPLUXURY Apartment 5 Star Duplex,40.750640000000004,-73.99566,900,1
45967,7BR Lux Townhouse w/ Patio! Best Village Location!,40.73655,-73.99618000000001,1099,31
46140,Bedroom in heart of Cobble Hill BK w/ private roof,40.68929,-73.99656,1750,30
46291,WEST VILLAGE Duplex Diamond,40.73705,-74.00966,995,1
46298,Beautiful Brooklyn Brownstone next to Park,40.66737,-73.9747,945,4
46337,"Penthouse on the beach 3 floors of art, fun,surf,",40.59636,-73.7413,900,2
46377,Stunning UWS Apartment,40.78192,-73.97959,900,3
46388,Center of NYC*Dream in your dream Apt*6beds,40.75654,-73.99425,920,1
46392,ONE HOTEL STYLE DUPLEX - 5 STARS,40.753479999999996,-73.9986,900,1
46397,JavitsCenter Private Oasis 7beds 2bath,40.75748,-73.99476999999999,800,1
46402,West Village Amazing Living 2 Baths,40.73591,-74.0101,750,1
46406,CENTER of the WORLD NYC--LargeGroups--SPACE--6beds,40.75501,-73.99376,930,1
46438,Classy and CLEAN Designer Home in NYC 2bath,40.73927,-73.98774,950,1
46465,Spend Thanksgiving in New York City,40.75152,-73.97313,750,4
46533,Amazing Chelsea 4BR Loft!,40.73999,-73.99806,2995,30
46596,The Stonewall Room at Incentra Village House,40.73766,-74.00448,999,1
46614,Northside Williamsburg Stunner,40.71705,-73.9647,4500,30
46710,Cool Summer Vibes UWS Pent House w/ rooftop,40.78021,-73.98115,1200,3
46803,Beautiful Townhouse - Center of NYC 4br/2ba,40.76254,-73.96223,800,3
46850,Historic Manhattan Home to make your stay special!,40.74501,-73.97774,900,2
46880,4BR/3BA Triplex w/ Patio (Empire State Building!),40.74337,-73.97726,850,3
46895,Duplex Residence with Breathtaking NYC View!,40.73942,-73.98648,1750,7
46965,"Family-Friendly 3BR Luxury in Tribeca, (1900 sqft)",40.71625,-74.00316,950,3
46978,New Luxury Manhattan Apartment,40.80621,-73.94877,750,3
47037,Perfect Large Apt for your NYC Stay!,40.777190000000004,-73.98312,800,2
47041,Luxury Full Floor SoHo Loft | 3 Bed/2 Bath,40.724340000000005,-73.99945,900,3
47063,JAVITS Beautiful Stay for your NYC Vacation *****,40.75438,-73.99378,843,1
47094,Our slice of the Big Apple - good for large groups,40.75519,-73.97010999999999,800,30
47206,A Very Special Apt - Lots of Light and Space,40.743179999999995,-73.97916,800,2
47350,wait until later,40.74869,-73.94294000000001,2000,1
47391,"Prospect Park Historic 1BR near 2,5,Q, B, S trains",40.66085,-73.95586,1400,10
47400,Host yr PARTY in style -Manhattan ROOF TOP for 25,40.83571,-73.94179,750,1
47548,Sunny 5Br 4Ba - Townhouse on Upper East Side,40.77587,-73.95308,1100,4
47616,Luxury 5 Bedroom | 3 Bathroom South Street Seaport,40.70662,-74.00258000000001,750,3
47670,Cozy and Clean entire home,40.6758,-73.95091,1500,2
47748,1 bedroom overlooking STONEWALL - PRIDE WEEKEND.,40.73421,-74.00321,750,1
47869,Private Townhome in Midtown East near UN,40.7542,-73.96815,1600,3
47870,Best Looking Townhouse in Brooklyn-GQ Magazine,40.68893,-73.97015999999999,800,3
47950,★★ 4Br 2Ba Getaway in Chelsea ★★,40.74263,-74.00234,800,3
48043,Luxury TriBeCa Apartment at an amazing price,40.71206,-74.00999,6500,180
48050,Chelsea Loft Living - Perfect for LARGE groups,40.739709999999995,-73.99611,1050,2
48080,Luxury apartment 2 min to times square,40.7206,-74.00023,1308,2
48282,VJ'S 5 HOUR YACHT TOUR,40.844429999999996,-73.78497,1000,1
48301,Private Bedroom in the Heart of Chelsea!,40.745309999999996,-73.99454,999,30
48304,Next to Times Square/Javits/MSG! Amazing 1BR!,40.75533,-73.99866,2999,30
48305,2BR Near Museum Mile! Upper East Side!,40.78132,-73.95262,1999,30
48343,"Sunny, Spacious 2-bd Chelsea Apt",40.74921,-73.99776999999999,750,1
48523,"Tasteful & Trendy Brooklyn Brownstone, near Train",40.687670000000004,-73.95805,1369,1
48535,"Stunning & Stylish Brooklyn Luxury, near Train",40.68245,-73.93417,1749,1
48697,HUGE LUXURY CONDO – INCREDIBLE WATER VIEWS,40.77665,-73.98867,750,4
48839,Massage Spa. Stay overnight. Authors Artist dream.,40.598659999999995,-73.95661,800,1
